x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
1.8284,-0.8482,0.8764,-2.6863,1.3409,-2.0117,1.7141,0.3273,0.0095,-0.2845,-1.4695,1.2905,1.5962,0.1783,1.9311,0.6573,-0.6535,-0.6407,-2.8988,-1.6708
1.8556,-0.7967,1.6299,-2.9372,1.3946,-2.0284,1.8968,0.3689,-0.0687,-0.2767,-1.3987,1.2605,1.3221,-0.1921,2.0097,0.4019,-0.154,-0.5594,-2.8715,-1.7086
2.2387,-0.801,1.8383,-3.1086,1.6549,-1.8899,2.3585,0.2977,0.1286,-0.1627,-1.6899,0.6681,0.6694,-0.296,1.6766,0.0566,-0.2318,-0.9341,-2.8908,-1.6269
2.0249,-0.6603,1.8464,-3.1264,2.2459,-1.6879,2.8602,0.0819,-0.3189,-0.1173,-0.8276,1.0522,0.5123,-0.4512,1.4709,0.2366,0.1143,-0.9143,-2.8861,-1.2663
1.8773,-0.6734,1.8778,-2.5482,2.3196,-1.8909,2.5557,0.1631,-0.3995,0.0474,-0.4098,0.6657,0.2532,-0.6343,1.8304,-0.3481,-0.7518,-1.7057,-1.9325,-1.3061
1.6617,-0.3845,1.0989,-2.0744,2.1059,-1.6773,2.3815,0.0096,-0.6788,0.0338,0.0057,0.6967,0.1828,-0.4223,1.8441,-0.0661,-1.1512,-2.092,-1.4295,-0.898
1.2946,-0.0442,0.5963,-1.6037,1.9524,-1.5115,2.197,-0.0917,-0.5803,0.0077,-0.0648,0.6263,0.828,-0.0237,1.6674,0.0765,-1.0203,-1.8472,-1.1722,-0.3858
1.1281,0.1587,0.2245,-1.2491,1.8405,-1.438,2.2017,0.0386,-0.6894,0.1233,0.4709,0.8091,0.7606,0.2288,1.6119,0.32,-0.5222,-1.5429,-1.1186,-0.3256
1.1375,-0.007,0.188,-0.4801,1.5839,-1.5411,1.9483,0.4344,-0.4362,0.0471,0.7329,0.8128,0.3609,0.308,1.4249,0.2421,-1.1413,-1.2615,-0.9521,-0.2803
1.0319,0.2473,0.0472,0.1332,0.8527,-1.4696,1.3925,0.5106,-0.4099,0.0079,0.7609,0.7298,0.4653,0.1237,1.6424,0.3074,-1.1955,-0.9309,-0.2697,0.3491
0.7084,-0.0542,0.0293,0.3232,0.3663,-1.1396,0.9502,0.3249,-0.4264,-0.1308,0.8261,0.7396,0.1775,-0.32,1.1861,0.492,-1.4183,-0.4632,-0.2889,-0.3313
0.3438,-0.0556,0.0808,0.3509,0.0513,-0.878,0.5141,0.1517,-0.462,-0.3762,0.3537,0.2098,0.3459,-0.3013,0.9958,0.816,-0.6417,0.348,0.179,-0.9412
0.6841,-0.2574,-0.0049,0.0943,0.2819,-0.5508,0.9442,0.6186,-0.647,-0.2685,0.624,0.2166,0.3109,-0.5491,0.7861,0.5818,-0.4487,0.0786,0.2083,-0.9483
0.7651,-0.2351,0.4403,0.2091,0.1301,-0.4306,0.9537,0.9219,-0.7994,-0.2221,1.0917,0.1918,-0.0418,-0.6859,0.5861,0.3857,-1.5668,-0.3644,-0.1205,-0.1068
0.4549,-0.1845,0.1923,0.3748,-0.1103,-0.5062,0.7186,0.7335,-0.9095,-0.1301,1.3122,0.2041,0.6666,-0.761,0.6037,0.1817,-1.1808,-1.1033,0.3794,0.004
0.339,0.0771,0.0461,0.6315,-0.3468,-0.4314,0.4656,0.6645,-0.4021,0.0333,0.6181,-0.1777,0.5602,-0.6633,0.3653,0.073,-1.7617,-0.3668,0.7568,0.2322
0.3635,-0.0078,-0.4548,0.483,-0.8884,-0.0237,0.3124,0.2388,-0.4934,0.1039,-0.0066,-0.1389,1.0208,-0.6425,0.208,0.2316,-1.4964,-0.0245,0.9695,0.3151
-0.3823,-0.3613,-0.5846,0.4972,-1.0175,-0.0309,-0.248,0.4358,-0.3093,0.1172,0.2757,0.0056,0.8912,-0.6662,0.2834,0.3979,-0.7369,-0.0713,0.9118,0.1125
-0.5497,0.1919,-0.3794,0.0592,-0.5554,0.2335,-0.3571,0.6686,-0.286,0.2509,-0.0569,-0.0102,0.2655,-0.597,-0.1102,0.1926,-0.0392,0.0707,0.8169,0.0286
-0.0209,0.0918,0.1563,-0.1803,-0.4078,0.3053,0.0944,0.7341,-0.4876,0.1664,0.3106,-0.2136,0.7583,-0.7312,0.0519,-0.4042,-0.218,-0.0851,0.3383,-0.2357
0.3072,0.0472,-0.392,0.0807,0.1918,0.2358,0.7351,0.8039,-0.2712,0.3546,0.0148,-0.1365,0.6524,-0.2614,0.0589,-0.2038,-0.7221,-0.2877,0.0307,0.4324
0.5196,0.3311,0.38,-0.0732,-0.3456,-0.1313,0.6835,0.3506,-0.471,0.1409,0.3237,0.1034,0.8835,-0.1698,0.2373,0.1229,-1.1892,-0.9608,0.1821,0.7906
-0.0108,0.1195,0.3152,-0.0067,-0.5168,-0.1019,0.265,0.4136,-0.3689,0.3468,0.4612,0.2596,0.7982,-0.7301,0.206,-0.1498,-1.243,-1.224,0.648,0.2967
-0.304,0.0962,-0.0173,0.0904,-0.3108,0.2129,0.1225,0.2565,-0.2415,-0.1315,-0.2337,-0.2469,0.6116,-0.6817,-0.0504,-0.063,-0.6188,-0.6378,0.7601,0.008
-0.4823,0.1458,0.1854,-0.1376,-0.2372,0.5118,0.0382,0.7376,-0.2954,-0.0296,-0.5282,-0.2994,0.9257,-1.001,0.5684,-1.127,-0.7395,-0.7552,1.1971,0.9028
-0.2013,-0.1006,-0.3391,-0.3901,-0.2447,0.8943,0.3632,0.3869,-0.438,-0.1107,-0.7878,0.1611,0.746,-0.5789,0.1876,0.4644,-0.7598,0.262,0.723,0.2234
-0.6305,-0.4875,0.0377,-0.5469,-0.1294,0.6846,0.2176,1.0104,-0.2264,0.0862,-1.2634,-0.0123,0.6612,-0.0268,-0.1088,0.319,-0.0578,0.4078,0.1703,-0.414
-0.085,-0.5347,0.5559,-1.0997,0.0789,0.2,0.434,0.6956,-0.4508,0.4786,-0.9304,0.3343,0.4945,-0.4097,-0.2615,0.3184,0.3752,-0.6797,-0.4509,-0.7775
0.008,-0.032,0.335,-1.6715,0.948,-0.0434,0.8121,0.1653,-0.3834,0.2829,-0.6489,0.7688,0.9087,-0.6101,-0.0169,-0.1264,0.1285,-1.1661,-0.6991,-0.7651
0.7395,0.0898,0.363,-2.0651,1.3613,-0.0462,1.4065,1.2675,-0.1225,0.2172,-0.5458,0.7856,1.5608,-0.0148,0.5234,-0.2624,-0.3494,-1.1083,-1.3221,-0.6745
0.6096,-0.1362,1.0876,-1.467,0.9937,-0.5327,1.4089,0.5269,0.0672,0.1052,-0.7369,0.8046,1.4989,-0.017,0.7075,-0.3471,-0.8563,-2.1661,-0.7086,0.0501
0.6425,0.1331,0.1701,-1.3436,1.2146,-0.3125,1.2695,0.988,0.2304,-0.1548,-0.5489,0.9375,1.8962,0.3047,0.8127,0.4805,-0.8029,-1.1232,-1.2924,-0.4257
0.7676,-0.1373,0.525,-1.3105,0.8129,-0.476,1.2353,1.0397,0.3917,-0.2593,-0.8078,1.0333,1.8606,0.1251,1.0395,0.6012,-0.5576,-0.651,-1.4789,-0.2087
0.5959,-0.283,0.8447,-1.0719,0.3482,-0.7536,0.8119,1.3553,0.505,-0.7433,-1.429,0.4857,1.6429,0.0646,1.0762,0.3314,-0.3569,-0.5042,-0.9431,-0.7628
0.6931,-0.5301,0.8945,-1.8625,0.5251,-0.6629,1.1299,1.429,0.4247,-0.8991,-1.374,0.7082,2.0956,-0.5073,1.0078,0.6017,0.0211,-0.4095,-1.0069,-0.7097
0.8577,-0.9181,1.5044,-2.0838,0.7067,-0.3364,1.4114,1.1027,0.5384,-0.588,-2.0073,0.484,1.5278,-0.5015,0.6974,-0.0767,-0.3372,-0.8208,-1.475,-0.6202
0.7453,-0.7661,1.6932,-2.688,0.8748,-0.4256,1.7942,0.4444,0.4944,-0.3771,-1.9759,0.3264,1.2627,-0.7197,0.8109,0.261,-0.4642,-0.9981,-1.6423,-0.7541
0.6329,-0.9394,1.4506,-2.8906,1.3014,-0.4149,1.8709,0.6486,0.0078,-0.3023,-1.8908,0.2637,0.7115,-0.689,1.4642,0.4491,0.1352,-1.1549,-1.602,-0.8035
0.854,-0.9572,1.5526,-3.2956,1.4437,-0.6293,2.1225,0.4985,-0.4446,-0.1232,-1.3706,0.4054,0.2734,-0.5906,1.2807,0.4446,0.3495,-1.9933,-1.7551,-1.07
0.7647,-0.5515,1.7311,-3.0903,1.6121,-0.7685,1.9068,0.2491,-0.3958,0.251,-1.3906,0.5001,0.2812,-0.4822,1.3561,-0.6153,0.2636,-2.5875,-1.8051,-1.0488
0.6861,-0.0094,1.2515,-2.9808,2.1957,-1.1975,2.2609,0.1718,-0.2578,0.3651,-1.041,0.6125,0.5284,0.1095,1.5911,-0.5452,-0.5425,-3.4665,-1.7236,-0.6871
0.3629,0.4195,0.6197,-2.2139,2.5087,-1.3046,2.5321,0.0518,-0.0812,0.1928,-0.7243,0.6579,0.8256,0.6805,1.621,-0.1091,-0.5567,-2.4811,-2.2676,-0.626
1.1369,0.3972,0.4367,-1.6508,2.3105,-1.7469,2.618,0.0179,0.0402,0.0368,-0.7288,0.7782,2.4222,0.6246,1.9483,0.1893,-0.3956,-1.7634,-1.8143,-0.5014
2.0208,0.0307,0.3809,-1.5411,1.7465,-1.6727,2.4889,-0.1203,0.3177,-0.0517,-0.1618,0.6623,2.0322,0.4113,1.5978,0.0866,-0.6377,-1.2873,-1.6867,-0.4977
1.6571,-0.5432,0.4023,-0.9448,1.2549,-1.7873,2.3086,0.0742,0.1317,-0.4121,0.2322,0.4828,1.2967,0.368,1.5351,-0.1072,-1.4339,-1.4308,-1.2003,-0.158
1.0265,-0.466,0.0439,-0.65,0.3732,-1.6244,1.5541,-0.0267,-0.0637,-0.6139,0.0777,0.4173,0.9275,0.0339,1.3,0.0073,-1.6828,-1.4156,-0.7037,0.0683
0.8613,-0.4524,-0.2041,-0.5844,-0.1653,-1.2229,1.0327,0.4038,-0.144,-0.4587,0.0696,0.4936,0.9197,-0.1228,0.5591,0.3851,-0.4919,-1.0522,-0.2616,-0.3768
0.4533,-0.277,0.0276,-0.425,-0.1496,-0.8443,0.5824,0.8773,-0.2534,-0.4121,-0.0942,0.2497,0.902,-0.1897,0.3145,-0.6622,-0.6665,-0.8017,-0.1496,0.1215
0.2951,-0.2747,-0.196,-0.3615,-0.1637,-0.6323,0.4784,1.2462,-0.0639,-0.4318,0.213,0.4328,1.1786,-0.1256,0.3509,-0.3238,-0.4763,-0.705,-0.1653,-0.3105
0.3867,-0.2437,0.347,-0.4377,-0.2831,-0.4786,0.4034,0.5404,-0.131,0.0705,0.1039,0.0675,0.6302,-0.5228,0.1586,-0.6851,-0.6693,-1.072,0.126,-0.021
0.2145,-0.0515,-0.0658,-0.4954,-0.1345,-0.3253,0.4012,0.5676,-0.3387,-0.1075,0.0267,0.0811,0.7241,-0.5471,0.2975,-0.4617,-0.8586,-1.1646,0.5977,0.1694
0.3768,-0.0363,-0.0378,-0.564,-0.2067,0.0803,0.406,0.8473,-0.4755,-0.1572,-0.4237,-0.5762,0.6807,-0.1855,0.5685,-0.1295,-0.5098,-0.446,0.1253,0.0607
0.5332,-0.5627,0.3324,-0.5926,-0.364,-0.0192,0.5722,0.6594,-0.6531,-0.1804,-0.4889,-0.1616,0.7326,-0.4153,0.3871,-0.2941,-0.1506,-1.21,0.0317,0.173
0.4497,-0.3868,0.3538,-0.9018,-0.3896,-0.0222,0.4534,0.6753,-0.5913,-0.0618,-1.2307,-0.1905,0.3391,-0.5308,0.149,-0.3861,-0.1336,-0.7186,-0.3004,-0.478
1.1061,-0.294,0.465,-1.2125,-0.0489,-0.2782,0.7694,0.5892,-0.6527,-0.0125,-0.7338,0.145,0.6983,-0.4065,0.3576,-0.9901,0.0186,-1.4888,-0.4607,-0.0158
0.8391,-0.0628,0.3279,-1.2129,0.3483,-0.4227,1.3104,0.5819,-0.0473,0.0614,0.0326,0.6252,1.097,-0.0223,0.6698,-0.2894,-0.7311,-0.7142,-1.0795,-0.2754
0.7542,-0.4444,0.5961,-0.7052,-0.1626,-0.7568,0.714,0.2576,-0.2774,-0.3254,0.0289,0.5229,1.344,0.1162,0.5373,-0.4388,-1.2925,-1.2155,-0.8314,0.0516
0.2933,0.0745,0.0151,-0.6795,-0.0064,-0.8831,0.3637,0.6785,-0.1932,-0.6874,-0.3874,0.6078,1.375,0.1455,0.5479,-0.0867,-0.6423,-0.9653,-0.651,-0.4563
0.6801,-0.0708,0.065,-0.7011,0.1537,-0.6515,0.6217,0.8302,-0.1543,-1.2098,-0.1695,0.5968,2.0568,0.364,0.2646,0.0555,-0.1725,-0.6656,-0.7241,-0.0806
0.6473,-0.3832,0.4125,-0.5635,-0.0038,-0.6293,0.5966,1.0657,0.2201,-1.259,-1.015,0.1117,1.8607,-0.0622,0.7153,0.0083,-0.7503,-0.5654,-0.598,-0.1642
1.1775,-0.3654,0.166,-0.9672,-0.28,-0.5011,0.7981,0.9327,0.0472,-1.1302,-0.9354,0.1993,1.6546,-0.1736,0.5766,0.9254,-0.3281,0.1216,-1.2455,-0.4564
1.2416,-0.6702,1.204,-1.4097,-0.4644,-0.4382,0.6828,0.299,-0.4147,-1.1271,-1.13,0.0607,1.0033,-0.7017,0.1001,0.2567,0.4062,-0.2423,-0.957,-0.5126
1.3365,-0.8358,1.3829,-1.8216,0.0326,-0.5651,0.9288,0.8918,-0.7641,-0.5834,-0.3258,0.0161,0.4571,-1.0524,0.3021,-0.3195,0.1783,-1.3075,-0.5655,-0.7722
1.0549,-0.2364,1.1323,-1.8493,0.3378,-0.3293,1.0754,0.5794,-0.677,-0.3924,0.0214,0.0496,0.6096,-0.4164,0.7062,-0.7211,-0.796,-1.9232,-0.7831,0.1026
0.6422,0.0071,0.9033,-1.5859,0.1682,-0.4586,0.8148,0.2864,-0.3936,-0.5474,-0.9199,-0.3531,1.0421,-0.1284,0.9264,-0.8941,-0.9889,-1.5508,-0.6712,-0.1459
0.6348,-0.0274,0.0418,-1.5974,0.2716,-0.5733,0.9447,0.4917,-0.3341,-0.4477,-0.5302,0.0588,1.3213,0.142,0.8213,-0.0297,-1.2231,-0.9443,-1.1829,-0.1291
0.6925,-0.2128,0.2845,-1.2781,-0.0665,-0.9848,0.7044,0.3499,-0.0556,-0.6177,-0.855,0.0752,0.8647,0.2212,0.832,0.1461,-0.3462,-1.2915,-0.5233,-0.4187
0.6788,0.0806,0.3504,-1.5912,0.2677,-0.9432,0.3877,0.8035,-0.1125,-0.5261,-1.0588,0.3578,0.1679,-0.1529,0.5741,-0.2117,0.3084,-1.3634,-0.6897,-0.3686
0.6877,0.0402,0.5226,-1.6993,0.4915,-0.5804,0.5451,0.6533,-0.1437,-0.8327,-0.7794,0.6689,0.7505,-0.0993,0.6043,-0.1924,0.063,-1.2009,-1.1024,-0.4561
0.7448,-0.0778,0.7592,-1.5691,0.6886,-0.7091,0.498,0.7236,-0.1729,-0.7841,-0.8985,0.6209,0.7399,0.3049,0.7554,-0.1927,0.178,-1.354,-1.2851,-0.3177
0.7872,0.1036,0.5248,-1.4899,0.9519,-0.8156,0.8539,0.7818,0.0584,-0.6034,-1.4294,0.3563,1.0855,0.1882,0.8503,0.2819,-0.0703,-1.2389,-1.5596,-0.5056
1.4812,0.1654,0.7808,-1.5626,0.9608,-0.8718,1.3924,0.4776,0.0402,-0.379,-1.0026,0.5597,0.8663,-0.1495,1.1611,0.1208,-0.1602,-0.9336,-1.8909,-0.5823
1.3745,-0.0748,0.9054,-1.6249,0.9245,-1.0648,1.4439,0.3324,-0.3122,-0.7178,-0.6804,0.2967,0.664,0.0959,1.3673,-0.1123,-0.4445,-1.6779,-1.3951,0.0818
1.1395,0.1976,0.5412,-1.7314,1.073,-1.1878,1.3798,0.3069,-0.2998,-0.7579,-0.3473,0.6291,0.9343,-0.064,1.1659,-0.0022,-0.3994,-1.5444,-1.2831,-0.3538
1.4442,-0.0562,1.3217,-1.3659,0.7383,-0.9666,1.3834,0.3885,-0.319,-0.8864,-0.3627,0.1809,0.8126,-0.3273,1.3302,0.1612,-0.838,-1.4539,-0.5126,0.0514
1.0476,-0.3529,1.1746,-1.1055,0.0625,-0.6714,1.1244,0.2575,-0.3966,-0.5484,-0.1569,-0.0629,0.7805,-0.396,1.256,-0.0776,-1.2159,-1.2539,-0.3638,-0.0539
0.6279,0.3109,0.482,-1.3254,0.6926,-0.3842,1.1612,-0.2029,-0.4913,-0.5097,-0.3385,0.1075,1.0352,-0.2156,0.7875,0.0927,-0.7082,-1.4612,-0.4408,0.3243
0.7555,0.1618,0.3773,-1.0821,0.4324,-0.3666,0.9412,0.2003,-0.6109,-0.3826,0.2705,-0.0865,0.9316,-0.0155,1.203,0.1918,-0.4573,-1.2962,-0.4219,-0.4178
0.5485,0.2798,0.2799,-0.8068,0.2374,-0.6253,0.8118,0.1176,-0.7922,-0.6157,-0.1931,-0.1582,0.8965,-0.1755,1.0205,-0.235,-0.3627,-1.6807,0.1388,0.1161
0.4777,0.3646,0.0361,-0.8072,0.6764,-0.5653,0.8493,0.5196,-0.7886,-0.9417,0.2179,0.0063,0.503,-0.208,0.6674,-0.1557,-0.2483,-1.9596,-0.0625,0.808
0.3399,0.4201,0.0714,-0.4278,0.219,-0.5064,0.4929,0.7958,-0.9664,-0.7681,0.3133,0.1118,0.6263,-0.4393,0.5475,0.2272,-0.2238,-1.2589,0.1629,0.6876
0.4207,0.3241,0.3319,-0.5809,0.0143,-0.1153,0.4331,0.602,-0.6372,-0.5804,0.4491,0.1961,1.5203,-0.2145,0.911,-0.1305,-0.591,-1.2428,0.2613,0.3581
0.7046,0.3571,0.1662,-0.4807,0.1888,0.0658,0.6538,0.4408,-0.4262,-0.7528,0.2134,-0.1324,1.5391,-0.2677,1.0567,-0.6251,-1.1048,-1.6067,0.8833,1.0765
0.2116,0.2551,-0.2973,-0.3914,-0.2075,0.3067,0.4844,0.4163,-0.3568,-0.6457,-0.1569,-0.1412,1.2329,-0.204,0.709,0.0253,-0.7276,-1.5885,0.8,0.8508
-0.3113,0.4269,-0.2872,-0.4497,-0.5418,0.484,0.0112,0.7793,-0.398,-0.5622,-0.2629,-0.0007,0.9956,-0.3692,0.2828,0.1092,0.2006,-0.8623,0.6872,0.736
-0.6981,0.277,0.3871,-0.4644,-0.9093,0.5289,-0.4726,1.0788,-0.6443,-0.8015,-0.9292,-0.2912,0.7946,-0.6254,0.0203,-0.4014,0.178,-0.8922,0.5201,0.5725
-0.4544,0.1677,0.7535,-0.9715,-0.7638,0.4151,-0.1902,0.8175,-0.6183,-0.6676,-0.4094,-0.2349,0.5751,-0.8305,-0.0164,-0.1406,0.4117,-0.3358,0.133,0.2919
0.1517,-0.3623,1.2176,-1.0392,-1.0132,0.55,-0.2526,0.9156,-0.8416,-0.5287,-1.1364,-0.9159,0.4444,-0.8253,0.2085,-0.1782,0.0055,-0.885,0.5105,-0.0238
-0.4365,-0.185,1.0919,-1.596,-0.5134,0.6979,0.1129,0.6884,-1.0925,-0.3128,-0.8431,-0.5855,0.411,-1.2339,0.191,-0.4054,0.4028,-0.8154,0.3312,0.4652
-0.1981,-0.5074,0.9692,-1.4507,-0.4782,0.8099,0.2127,0.7928,-1.1824,-0.0069,-0.5312,-0.5362,0.2194,-0.8863,0.1169,-0.4733,0.6748,-1.4891,-0.4686,-0.5098
-0.3658,0.029,0.8853,-1.2969,0.0411,0.4639,0.3672,1.3823,-1.2303,-0.1854,-0.6049,-0.6274,0.2779,-0.7659,0.2036,-0.621,-0.1032,-1.6563,-0.1736,-0.1201
-0.3058,0.239,0.5516,-0.7886,-0.0844,0.2207,0.31,0.8255,-1.1794,-0.0638,-0.5988,-0.5827,1.2079,-0.3152,0.5987,-0.6317,0.1877,-2.3361,-0.1823,0.1387
-0.6145,0.7435,-0.2085,-0.8537,0.5361,0.0932,0.4472,0.9551,-0.8426,-0.2094,-0.2265,-0.1645,0.677,-0.4835,1.1019,-0.2471,0.6125,-1.5982,0.1807,0.077
-0.6293,0.3962,0.2646,-0.6163,0.5015,0.2046,0.495,0.7688,-0.4945,-0.2817,-0.4894,-0.1419,0.2069,0.1002,0.6865,-0.7176,0.1693,-1.2027,-0.0851,0.6136
-0.004,0.2493,-0.1305,-0.5301,0.5235,0.1813,0.7904,0.4867,-0.9382,-0.86,0.1516,0.2746,0.3689,-0.0125,0.8888,-0.0194,0.0455,-1.095,-0.0035,0.1471
0.2924,0.0767,0.1325,-0.5527,0.2569,0.0719,0.5995,0.74,-0.9171,-0.7158,0.3221,0.5095,0.4128,0.238,0.78,-0.5015,0.0831,-1.3962,-0.114,-0.0312
-0.0844,0.333,0.389,-0.3512,0.246,0.0847,0.2317,0.7902,-0.7028,-0.6796,0.1355,0.179,0.0684,0.2443,0.6991,-0.8064,-0.2974,-1.318,-0.2185,0.0096
-0.0792,0.4693,0.1058,-0.2119,0.1568,0.0721,0.2014,0.5207,-0.6966,-0.5978,0.3199,0.1298,0.9904,0.4369,1.0592,-0.5955,-0.1482,-0.7463,0.0905,0.2163
0.245,-0.0598,0.2081,-0.0698,-0.3188,0.132,0.1225,0.4386,-0.3893,-0.7809,-0.305,-0.0581,0.5828,0.0803,1.4343,-0.6386,-0.9261,-0.3853,-0.0695,0.3727
0.3097,-0.2251,-0.253,-0.2738,-0.6023,-0.0006,-0.0928,0.7516,-0.8517,-0.8694,-0.3766,0.0477,1.2795,-0.0731,1.2836,0.2058,-0.8332,0.1587,-0.4109,0.0333
0.4491,-0.4879,-0.0615,-0.5008,-0.9021,-0.0262,-0.1741,0.5485,-0.9694,-0.887,-0.4559,0.4048,1.4064,-0.024,0.831,0.421,-0.038,-0.3012,-0.396,-0.3938
0.3364,0.0905,0.5715,-0.9793,-0.4758,-0.0831,-0.1339,0.9043,-0.737,-0.3749,-0.4655,0.9043,1.6128,-0.0,0.7616,-0.6498,0.0697,-0.9563,-0.6291,0.0901
0.0073,0.0013,0.9154,-0.8722,-0.2864,-0.1671,-0.1899,0.63,0.1279,-0.4129,-0.8965,0.5297,1.1503,0.672,0.5347,-1.5594,-0.7124,-1.0118,-1.1003,0.1624
-0.212,0.3099,0.2809,-1.1074,0.194,-0.2461,-0.1105,0.7245,-0.3447,-0.598,-0.9744,0.5033,2.0244,0.477,1.319,-0.7129,-1.3389,-0.777,-1.1706,0.7329
0.1235,-0.0856,-0.137,-1.1239,0.1109,-0.4735,-0.1278,0.3863,-0.3497,-0.6229,-1.0802,0.8913,2.5122,0.676,1.712,-0.3226,-0.715,-0.848,-1.4237,0.2708
0.4102,-0.1639,-0.0373,-1.5085,0.1763,-0.5022,0.2098,0.8419,0.007,-0.692,-1.5931,1.107,2.1834,0.8959,1.4626,-0.0334,0.0586,-0.604,-1.7496,-0.1905
0.5249,-0.3222,0.7356,-1.9588,0.4605,-0.6255,0.4997,0.9488,0.0103,-0.7656,-1.6699,1.3824,1.7284,0.5637,1.4778,-0.2233,-0.1556,-0.305,-2.1889,-0.9801
0.9816,-0.5245,1.1956,-2.3241,0.9447,-0.8122,0.932,0.8042,-0.0406,-0.7795,-1.1828,0.9922,1.7872,0.4485,1.5349,-0.3467,-0.1555,-1.6384,-2.3037,-0.7164
0.8256,-0.077,1.4777,-2.4284,1.2242,-0.7018,1.1468,0.6897,0.0182,-0.5496,-0.9502,0.7875,1.8085,0.784,1.7959,-0.6544,-0.4462,-1.8058,-2.4782,-0.7243
0.7215,0.1366,1.0083,-2.1009,1.5197,-1.0306,1.3466,0.453,-0.055,-0.5823,-0.6381,0.7465,1.6238,0.7251,1.9791,-0.4579,-0.6545,-2.2958,-2.2823,-0.4327
0.2288,0.2578,0.5427,-1.9508,1.7635,-1.0827,1.1919,0.6758,-0.0185,-0.5295,-0.5347,0.8474,1.5603,0.9299,2.2014,-0.1377,-0.4974,-1.7353,-1.9437,-0.0062
0.6177,0.0144,0.2579,-1.572,1.3799,-1.1976,1.1383,0.6524,-0.1922,-0.4896,-0.321,0.8146,0.6182,0.61,2.2348,0.3008,-0.8876,-1.1402,-1.7546,0.5198
0.7777,-0.2605,0.5344,-1.4181,0.601,-1.1743,0.921,0.9724,-0.4755,-0.3891,-0.1096,0.8083,1.25,0.4642,2.141,0.2413,-0.4141,-1.7073,-1.5273,0.0506
0.7926,0.1925,0.449,-1.8868,0.8705,-1.0191,0.8144,0.9152,-0.2141,-0.2162,-0.1359,0.8612,0.7315,0.3629,2.0407,0.0053,-0.2777,-1.9063,-1.6702,0.0511
0.6061,0.0948,0.9282,-1.6382,0.4053,-1.1072,0.6187,0.6723,-0.2668,-0.4795,-0.3943,0.5458,0.8959,0.3817,1.848,-0.7918,-1.2073,-2.2636,-1.1101,0.5211
0.2363,0.2613,0.2127,-1.4168,0.338,-0.703,0.524,0.5793,-0.3221,-0.5717,-0.3522,0.6287,2.0364,0.5321,1.4566,-0.2931,-1.1721,-1.9583,-1.1148,0.4827
-0.0176,0.7572,0.0395,-1.3821,0.5958,-0.5089,0.497,0.6469,0.0815,-0.4002,0.0409,0.8598,2.0481,0.6372,1.5456,-0.0397,-0.8095,-1.4008,-1.4803,0.5622
-0.0495,0.1202,0.3051,-0.829,0.0116,-0.7221,0.0032,1.2507,0.079,-0.5944,-0.5613,0.4944,2.1478,0.5986,2.33,-0.2304,-0.9761,-1.1524,-1.2185,0.7413
0.2015,-0.1484,0.362,-1.4336,-0.3067,-0.6377,-0.0774,0.7373,-0.0245,-0.5543,-1.1008,0.7762,1.7763,0.1118,2.053,-0.0683,-0.4648,-1.5803,-1.0078,-0.007
0.3111,0.0925,0.487,-2.1103,0.164,-0.3157,-0.0118,1.1817,0.2706,-0.3398,-1.4001,0.6798,1.4324,0.2855,1.6972,-0.4259,-0.0086,-1.3915,-1.1879,-0.1153
0.2361,0.1395,0.7491,-2.4146,0.5549,-0.1487,0.4576,0.761,0.1672,-0.4123,-1.6393,0.5876,1.6336,0.6613,1.5848,-0.9536,-0.161,-1.2302,-1.7226,0.2054
0.597,0.0152,0.7504,-2.6682,0.8972,-0.2851,0.8351,0.7505,-0.1402,-0.6054,-1.3576,0.9321,1.6022,0.6584,1.804,-0.4424,-0.2862,-1.2379,-2.3301,0.2409
0.8631,-0.3067,0.9148,-2.5163,0.4765,-0.673,0.912,0.8133,-0.266,-0.5529,-1.7489,0.746,1.6884,0.851,2.0202,-0.5934,-0.4091,-1.4592,-2.2285,-0.2448
0.6876,-0.1395,0.8885,-2.7185,0.6294,-1.0395,0.8458,0.8896,-0.0545,-0.5288,-1.5123,0.9994,1.8311,0.7259,1.9506,-0.9361,-0.3582,-2.1032,-1.9955,-0.1178
0.755,0.0535,0.7252,-2.7724,0.6971,-1.1223,0.8492,0.8975,-0.0446,-0.4563,-1.4149,0.8277,1.9739,0.6117,1.9941,-0.3568,-0.3501,-1.8882,-1.9472,-0.0602
0.116,0.0819,0.8081,-2.4927,0.6776,-1.1111,0.5797,0.9512,-0.2221,-0.5541,-1.3596,0.8687,2.1326,0.5982,1.7054,-0.493,-0.1029,-1.8847,-2.0767,-0.2739
0.7573,0.2467,0.5532,-2.6067,1.1172,-1.1211,0.9042,0.7692,0.0541,-0.5204,-0.8414,1.103,2.9906,0.8734,2.0265,-0.2976,-0.3428,-2.0796,-2.3245,-0.097
0.3495,0.166,0.7682,-2.3821,0.7997,-1.081,0.6955,0.661,0.5182,-0.8381,-1.6311,0.6996,2.5949,1.1902,2.3911,-0.8061,-0.4533,-1.6214,-2.4824,-0.1341
0.6573,-0.0639,0.6231,-2.7287,0.8321,-1.0336,0.783,0.7976,0.0747,-0.5558,-1.6783,0.8775,2.289,0.8253,2.2893,-0.2894,0.1382,-1.6027,-2.646,-0.3481
